author,affiliations
"Name(first='L.', last='Brinson')",Unknown
"Name(first='Bhuwan', last='Dhingra')",Duke University
"Name(first='Alicia', last='Tsai')",University of California Berkeley
"Name(first='Adam', last='Kraft')",Google
"Name(first='Long', last='Jin')",Google
"Name(first='Chenwei', last='Cai')",Unknown
"Name(first='Anahita', last='Hosseini')",Google
"Name(first='Taibai', last='Xu')",Unknown
"Name(first='Zemin', last='Zhang')",Unknown
"Name(first='Lichan', last='Hong')",Google
"Name(first='Ed H.', last='Chi')",Google
"Name(first='Xinyang', last='Yi')",Google
"Name(first='Zhouhang', last='Xie')","University of California, San Diego"
"Name(first='Bodhisattwa Prasad', last='Majumder')",Allen Institute for Artificial Intelligence
"Name(first='Yoshinori', last='Maeda')",Sony Group Corporation
"Name(first='Keiichi', last='Yamada')",Sony Group Corporation
"Name(first='Ryoma', last='Kumon')",Unknown
"Name(first='Daiki', last='Matsuoka')",Unknown
"Name(first='Gregorios', last='Katsios')",Rensselaer Polytechnic Institute
"Name(first='Ning', last='Sa')",Rensselaer Polytechnic Institute
"Name(first='Tomek', last='Strzalkowski')",Rensselaer Polytechnic Institute
"Name(first='Yujun', last='Mao')",Unknown
"Name(first='Yilun', last='Zhou')",Massachusetts Institute of Technology
"Name(first='Yukiya', last='Hono')","rinna Co., Ltd. and Nagoya Institute of Technology"
"Name(first='Koh', last='Mitsuda')","rinna Co., Ltd."
"Name(first='Kentaro', last='Mitsui')","rinna Co., Ltd."
"Name(first='Toshiaki', last='Wakatsuki')","rinna Co., Ltd."
"Name(first='Kei', last='Sawada')","rinna Co., Ltd."
"Name(first='Johnny', last='Wei')",University of Southern California
"Name(first='Ryan', last='Wang')",Unknown
"Name(first='Robin', last='Jia')",University of Southern California
"Name(first='Dongxu', last='Zhang')","ASAPP, Inc."
"Name(first='Varun', last='Gangal')",ASAPP Inc.
"Name(first='Barrett', last='Lattimer')",ASAPP
"Name(first='Jinglong', last='Luo')",Unknown
"Name(first='Yehong', last='Zhang')",Peng Cheng Laboratory
"Name(first='Zhuo', last='Zhang')",Harbin Institute Of Technology
"Name(first='Jiaqi', last='Zhang')",PengCheng Laboratory
"Name(first='Xin', last='Mu')",Unknown
"Name(first='Hui', last='Wang')",Unknown
"Name(first='Junlin', last='Wang')",Unknown; China Telecom
"Name(first='Tianyi', last='Yang')",Unknown
"Name(first='Roy', last='Xie')",Unknown
"Name(first='Chen', last='Qu')",Unknown
"Name(first='Tianyu', last='Zhu')",Unknown
"Name(first='Zhan', last='Su')",Unknown
"Name(first='Qianyu', last='He')",Fudan University
"Name(first='Barah', last='Fazili')",Unknown
"Name(first='Ashish', last='Agrawal')",Unknown
"Name(first='Ruichao', last='Yang')",Unknown
"Name(first='Wei', last='Gao')",Singapore Management University
"Name(first='Zhiyuan', last='Fan')",Unknown
"Name(first='Michael', last='Tang')",Unknown
"Name(first='Shunyu', last='Yao')",Princeton University
"Name(first='John', last='Yang')",Unknown
"Name(first='Karthik', last='Narasimhan')",Princeton University
"Name(first='Wenhao', last='Wu')",Unknown
"Name(first='Dang', last='Cuong')",Unknown
"Name(first='Dung', last='Le')",VinUniversity
"Name(first='Yupeng', last='Hou')","University of California, San Diego"
"Name(first='Yao', last='Liu')",East China Normal University
"Name(first='Victor', last='Bursztyn')",Adobe Systems
"Name(first='Eunyee', last='Koh')",Adobe Systems
"Name(first='Shunan', last='Guo')",Adobe Systems
"Name(first='Yiming', last='Huang')",Unknown
"Name(first='Zhenghao', last='Lin')",Unknown
"Name(first='Yelong', last='Shen')",Microsoft
"Name(first='Chen', last='Lin')",Xiamen University
"Name(first='Weizhu', last='Chen')",Microsoft GenAI
"Name(first='Zonglin', last='Yang')",Unknown
"Name(first='Xinya', last='Du')",University of Texas at Dallas
"Name(first='Junxian', last='Li')",Nanyang Technological University
"Name(first='Jie', last='Zheng')",Unknown
"Name(first='Zhiming', last='Li')",Yan Shan University
"Name(first='Yuchen', last='Lyu')",Unknown
"Name(first='Chi', last='Wei')",Unknown
"Name(first='Shaobin', last='Huang')",Unknown
"Name(first='Rongsheng', last='Li')",Harbin Engineering University
"Name(first='Naiyu', last='Yan')",Unknown
"Name(first='Davide', last='Caffagni')",Unknown
"Name(first='Federico', last='Cocchi')",University of Pisa
"Name(first='Luca', last='Barsellotti')",Unknown
"Name(first='Nicholas', last='Moratelli')",Unknown
"Name(first='Sara', last='Sarto')",Unknown
"Name(first='Lorenzo', last='Baraldi')",Unknown; Università degli Studi di Modena e Reggio Emilia
"Name(first='Marcella', last='Cornia')",University of Modena and Reggio Emilia
"Name(first='Rita', last='Cucchiara')",Università di Modena e Reggio Emilia
"Name(first='Shuai', last='Wang')",Unknown
"Name(first='Yong', last='Luo')",Wuhan University
"Name(first='Demin', last='Song')",Shanghai AI Laboratory
"Name(first='Honglin', last='Guo')",Fudan University
"Name(first='Shuhao', last='Xing')",Unknown
"Name(first='Zifan', last='Song')",Tongji University
"Name(first='WangJie', last='You')",Unknown
"Name(first='Pei', last='Guo')",Unknown
"Name(first='Jingtao', last='Guo')",Unknown
"Name(first='Chunxia', last='Zhang')","School of Computer Science and Technology, Beijing Institute of Technology"
"Name(first='Lingxi', last='Li')",Unknown
"Name(first='Xiaojun', last='Xue')",Unknown
"Name(first='Zhendong', last='Niu')",Beijing Institute of Technology
"Name(first='Tu', last='Vu')",Virginia Tech and Google
"Name(first='Xuezhi', last='Wang')",Google
"Name(first='Noah', last='Constant')",Unknown
"Name(first='Jerry', last='Wei')",Anthropic and Stanford University
"Name(first='Jason', last='Wei')",OpenAI
"Name(first='Chris', last='Tar')",Unknown
"Name(first='Yun-Hsuan', last='Sung')",Google
"Name(first='Denny', last='Zhou')",Google DeepMind
"Name(first='Quoc', last='Le')",Google
"Name(first='Thang', last='Luong')",Google
"Name(first='Nianqi', last='Li')",Fudan University
"Name(first='Sihang', last='Jiang')",Fudan University
"Name(first='Zujie', last='Liang')",Ant Group
"Name(first='Feng', last='Wei')",Unknown
"Name(first='Jinglei', last='Chen')",Ant Group
"Name(first='Zhenghong', last='Hao')",Unknown
"Name(first='Bing', last='Han')","mybank, antgroup"
"Name(first='Dawei', last='Gao')",Alibaba Group
"Name(first='He', last='Hu')",Renmin University of China
"Name(first='Yaliang', last='Li')",Alibaba Group
"Name(first='Yang', last='Lin')",Unknown
"Name(first='Ruiqing', last='Li')",Unknown
"Name(first='Yun', last='Luo')",Westlake University
"Name(first='Changyi', last='Xiao')",University of Science and Technology of China
"Name(first='Chin-Yi', last='Lin')",National Taiwan University
"Name(first='Chung-Chi', last='Chen')","AIST, National Institute of Advanced Industrial Science and Technology"
"Name(first='Hongbin', last='Zhang')",Unknown
"Name(first='Shreyanshu', last='Bhushan')",Unknown
"Name(first='Eun-Soo', last='Jung')",Unknown
"Name(first='Minho', last='Lee')",Kyungpook National University
"Name(first='Chunhui', last='Li')",Unknown
"Name(first='Yifan', last='Wang')",Nanjing University; Unknown
"Name(first='Zhen', last='Yu')",Tencent
"Name(first='Zhaocong', last='Li')",Unknown
"Name(first='Dohyeon', last='Lee')",Seoul National University
"Name(first='Jongyoon', last='Kim')",Seoul National University
"Name(first='Joonsuk', last='Park')",University of Richmond
"Name(first='Gladys', last='Tyen')",University of Cambridge
"Name(first='Hassan', last='Mansoor')",Google
"Name(first='Victor', last='Carbune')",Google
"Name(first='Peter', last='Chen')",Google
"Name(first='Tony', last='Mak')",Google
"Name(first='Federico', last='Ranaldi')",University of Roma “Tor Vergata”
"Name(first='Elena Sofia', last='Ruzzetti')",Università degli Studi di Roma Tor Vergata
"Name(first='Dario', last='Onorati')",“La Sapienza” University of Rome
"Name(first='Cristina', last='Giannone')",Unknown
"Name(first='Andrea', last='Favalli')",Almawave
"Name(first='Raniero', last='Romagnoli')",University of Roma “La Sapienza”
"Name(first='Mubashara', last='Akhtar')",Unknown
"Name(first='Nikesh', last='Subedi')",University of Utah
"Name(first='Sahar', last='Tahmasebi')",TIB – Leibniz Information Centre for Science and Technology
"Name(first='Oana', last='Cocarascu')",King’s College London
"Name(first='Elena', last='Simperl')",King’s College London
"Name(first='Mohanna', last='Hoveyda')",Unknown
"Name(first='Arjen', last='Vries')","Institute for Computing and Information Sciences, Radboud University Nijmegen, Radboud University"
"Name(first='Faegheh', last='Hasibi')",Radboud University
"Name(first='Chenhao', last='Zhang')","Shanghai Artificial Intelligence Laboratory, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences and Huazhong University of Science and Technology"
"Name(first='Renhao', last='Li')",University of Macau
"Name(first='Minghuan', last='Tan')","Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences"
"Name(first='Jingwei', last='Zhu')",Unknown
"Name(first='Di', last='Yang')",Unknown
"Name(first='Jiahao', last='Zhao')",Unknown
"Name(first='Guancheng', last='Ye')",Unknown
"Name(first='Neemesh', last='Yadav')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='Sarah', last='Masud')",Indraprastha Institute of Information Technology Delhi (IIIT-Delhi)
"Name(first='Md Shad', last='Akhtar')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='James', last='Enouen')",Unknown
"Name(first='Hootan', last='Nakhost')",Unknown
"Name(first='Sayna', last='Ebrahimi')",Google
"Name(first='Yunfan', last='Shao')",Unknown
"Name(first='Zhaoye', last='Fei')",Unknown
"Name(first='Yuanbin', last='Wu')",Unknown
"Name(first='Zhengsheng', last='Guo')",Unknown
"Name(first='Abelardo Carlos', last='Martinez Lorenzo')",University of Roma “La Sapienza”
"Name(first='Pere-Lluís', last='Huguet Cabot')",Unknown
"Name(first='Karim', last='Ghonim')",University of Roma “La Sapienza”
"Name(first='Hee-Soo', last='Choi')",Unknown
"Name(first='Alberte', last='Fernández-Castro')",Unknown
"Name(first='Chaoran', last='Zhang')",Unknown
"Name(first='Lixin', last='Zou')","School of Cyber Science and Engineering, Wuhan University"
"Name(first='Dan', last='Luo')",Lehigh University
"Name(first='Xiangyang', last='Luo')",State Key Lab of Mathematical Engineering and Advanced Computing
"Name(first='Zihao', last='Li')",Wuhan University
"Name(first='Min', last='Tang')",Monash University
"Name(first='Duyu', last='Tang')",Tencent AI Lab
"Name(first='Dandan', last='Tu')",Unknown
"Name(first='Riccardo', last='Orlando')",Unknown
"Name(first='Jinggui', last='Liang')",Singapore Management University
"Name(first='Wenqing', last='Chen')",Sun Yat-Sen University
"Name(first='Weicheng', last='Wang')",Unknown
"Name(first='Zhixuan', last='Chu')",Ant Group
"Name(first='Kui', last='Ren')",Unknown
"Name(first='Zibin', last='Zheng')",Sun Yat-Sen University
"Name(first='Zhichao', last='Lu')",Unknown
"Name(first='David', last='Dukić')","Faculty of Electrical Engineering and Computing, University of Zagreb"
"Name(first='Jan', last='Snajder')","UniZg-FER, University of Zagreb"
"Name(first='Hongxu', last='Liu')",Beijing University of Posts and Telecommunications
"Name(first='Jiashen', last='Sun')",Unknown
"Name(first='Yi', last='Su')",Unknown
"Name(first='Yunpeng', last='Tai')",Unknown
"Name(first='Yixin', last='Ji')",Soochow University
"Name(first='Ioannis', last='Tsiamas')",Unknown
"Name(first='Gerard I.', last='Gállego')",Unknown
"Name(first='José A. R.', last='Fonollosa')",Unknown
"Name(first='Marta R.', last='Costa-jussà')",Unknown
"Name(first='Ancheng', last='Xu')",Unknown
"Name(first='Lei', last='Wang')",SalesForce
"Name(first='Ankan', last='Mullick')",Unknown
"Name(first='Sombit', last='Bose')",Indian Institute of Technology Kharagpur
"Name(first='Rounak', last='Saha')",Unknown
"Name(first='Ayan', last='Bhowmick')",Merlyn Mind Inc.
"Name(first='Niloy', last='Ganguly')",Indian Institute of Technology Kharagpur
"Name(first='Prasenjit', last='Dey')",Unknown
"Name(first='Ravi', last='Kokku')",Unknown
"Name(first='Navreet', last='Kaur')","Indian Institute of Science, Indian institute of science, Bangalore"
"Name(first='Monojit', last='Choudhury')",Mohamed bin Zayed University of Artificial Intelligence
"Name(first='Danish', last='Pruthi')","Indian Institute of Science, Bangalore"
"Name(first='Andrei Stefan', last='Bejgu')",Unknown
"Name(first='Luigi', last='Procopio')",Unknown
"Name(first='Verna', last='Dankers')",Unknown
"Name(first='Zihe', last='Liu')",Unknown
"Name(first='Xueqiang', last='Lyu')",Beijing Information Science and Technology University
"Name(first='Changyue', last='Wang')",Unknown
"Name(first='Yiran', last='Hu')",Unknown
"Name(first='Duy', last='Hoang')",VinUniversity
"Name(first='Nguyen', last='Hung-Quang')",VinUniversity
"Name(first='Saurav', last='Manchanda')",Amazon
"Name(first='Minlong', last='Peng')",Baidu
"Name(first='Kok-Seng', last='Wong')",VinUniversity
"Name(first='Khoa', last='Doan')",VinUniversity
"Name(first='Sanjeev', last='Kumar')",Unknown
"Name(first='Kaixin', last='Lan')",Unknown
"Name(first='Tao', last='Fang')",University of Macau
"Name(first='Yabo', last='Xu')",Unknown
"Name(first='Cecilia', last='Zhao')","University of Macau, New York University and Ohio State University, Columbus"
"Name(first='Xinxin', last='Zhang')",Unknown
"Name(first='Jun', last='Sun')",Unknown
"Name(first='Simin', last='Hong')",Unknown
"Name(first='Taihao', last='Li')",Zhejiang Lab
"Name(first='Phillip', last='Schneider')",Unknown
"Name(first='Sheza', last='Munir')",Unknown
"Name(first='Wassay', last='Sajjad')",Unknown
"Name(first='Mukeet', last='Raza')",Lahore University of Management Sciences
"Name(first='Emaan', last='Abbas')",Unknown
"Name(first='Abdul Hameed', last='Azeemi')",Lahore University of Management Sciences
"Name(first='Ihsan Ayyub', last='Qazi')",Lahore University of Management Sciences
"Name(first='Agha Ali', last='Raza')",Lahore University of Management Sciences
"Name(first='Laura', last='Perez-Beltrachini')",University of Edinburgh
"Name(first='Shengqiong', last='Wu')",Unknown
"Name(first='Yanda', last='Li')",Unknown
"Name(first='Chi', last='Zhang')",Westlake University
"Name(first='Gang', last='Yu')",Tencent
"Name(first='Wanqi', last='Yang')",Unknown
"Name(first='Zhibin', last='Wang')",Tencent LightAI Lab
"Name(first='Bin', last='Fu')",Unknown
"Name(first='Guosheng', last='Lin')",Nanyang Technological University
"Name(first='Yunchao', last='Wei')",Beijing Jiaotong University
"Name(first='Akari', last='Haga')",Unknown
"Name(first='Saku', last='Sugawara')",National Institute of Informatics
"Name(first='Akiyo', last='Fukatsu')","Tokyo University, Tokyo Institute of Technology"
"Name(first='Miyu', last='Oba')",Unknown
"Name(first='Hiroki', last='Ouchi')",NAIST
"Name(first='Zhu', last='Liu')",Unknown
"Name(first='Cunliang', last='Kong')",Unknown
"Name(first='Ying', last='Liu')",Tsinghua University
"Name(first='Zhiqiang', last='Zhong')",Aarhus University
"Name(first='Kuangyu', last='Zhou')",Microsoft
"Name(first='Davide', last='Mottin')",Aarhus University
"Name(first='Jingcong', last='Liang')",Fudan University
"Name(first='Rong', last='Ye')",Bytedance
"Name(first='Meng', last='Han')",Unknown
"Name(first='Ruofei', last='Lai')",Unknown
"Name(first='Xinyu', last='Zhang')",Huawei Technologies Ltd.
"Name(first='Jixiang', last='Hong')",Renmin University of China
"Name(first='Sameena', last='Shah')",J.P. Morgan Chase
"Name(first='Amin', last='Abolghasemi')",Unknown
"Name(first='Arian', last='Askari')",Unknown
"Name(first='Mohammad', last='Aliannejadi')",University of Amsterdam
"Name(first='Matteo', last='Gabburo')",Unknown
"Name(first='Nicolaas Paul', last='Jedema')",Unknown
"Name(first='Siddhant', last='Garg')",Unknown
"Name(first='Alessandro', last='Moschitti')",Unknown
"Name(first='Jiayu', last='Song')","Queen Mary, University of London"
"Name(first='Jenny', last='Chim')",Unknown; Queen Mary University London
"Name(first='Julia', last='Ive')","Queen Mary, University of London"
"Name(first='Dana', last='Atzil-Slonim')",Bar-Ilan University
"Name(first='Yintao', last='Tai')",Unknown
"Name(first='Xiyang', last='Liao')",Unknown
"Name(first='Alessandro', last='Suglia')",Heriot-Watt University
"Name(first='Antonio', last='Vergari')",University of Edinburgh
"Name(first='Da', last='Ma')",Unknown
"Name(first='Hongshen', last='Xu')",Shanghai Jiaotong University
"Name(first='Hanqi', last='Li')",Unknown
"Name(first='Liangtai', last='Sun')",Unknown
"Name(first='Su', last='Zhu')",Unknown
"Name(first='Shuai', last='Fan')",Unknown
"Name(first='Willem', last='Zuidema')",University of Amsterdam
"Name(first='Arabella', last='Sinclair')",University of Aberdeen
"Name(first='Z.y.', last='Peng')",Unknown
"Name(first='Ruitong', last='Gan')","The Hong Kong Polytechnic University, Hong Kong Polytechnic University"
"Name(first='Zehao', last='Ni')",Unknown
"Name(first='Man', last='Zhang')",Unknown
"Name(first='Zhaoxiang', last='Zhang')","Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
"Name(first='Ke', last='Xu')",Beijing University of Aeronautics and Astronautics
"Name(first='Junran', last='Peng')",Unknown
"Name(first='Baichen', last='Tong')",Beijing Institute for General Artificial Intelligence
"Name(first='Adil', last='Soubki')",State University of New York at Stony Brook
"Name(first='John', last='Murzaku')",State University of New York at Stony Brook
"Name(first='Arash', last='Yousefi Jordehi')",University of Guilan
"Name(first='Peter', last='Zeng')",State University of New York at Stony Brook
"Name(first='Magdalena', last='Markowska')",Unknown
"Name(first='Seyed Abolghasem', last='Mirroshandel')",University of Guilan
"Name(first='Owen', last='Rambow')",Stony Brook University
"Name(first='Divyanshu', last='Aggarwal')",Unknown
"Name(first='Ishaan', last='Watts')",Google DeepMind
"Name(first='Sunayana', last='Sitaram')",Microsoft
"Name(first='David', last='Mueller')",Johns Hopkins University
"Name(first='Mark', last='Dredze')","Department of Computer Science, Whiting School of Engineering"
"Name(first='Nicholas', last='Andrews')",Johns Hopkins University
"Name(first='Qi', last='Guo')",Unknown
"Name(first='Leiyu', last='Wang')",Nanjing University
"Name(first='Yunye', last='Gong')",SRI International
"Name(first='Robik', last='Shrestha')",Rochester Institute of Technology
"Name(first='Jared', last='Claypoole')",SRI International
"Name(first='Michael', last='Cogswell')",SRI International
"Name(first='Arijit', last='Ray')",Boston University
"Name(first='Christopher', last='Kanan')",University of Rochester
"Name(first='Zeyi', last='Liao')","Ohio State University, Columbus"
"Name(first='Justin', last='Lovelace')",Cornell University
"Name(first='Varsha', last='Kishore')",Cornell University
"Name(first='Yiwei', last='Chen')",Unknown
"Name(first='Kilian', last='Weinberger')","Cornell University, Cornell University and Cornell University"
"Name(first='XiaoQi', last='Han')",Unknown
"Name(first='Zifang', last='Zhang')",Unknown
"Name(first='Eunseop', last='Yoon')",kaist
"Name(first='Hee Suk', last='Yoon')",Korea Advanced Institute of Science & Technology
"Name(first='SooHwan', last='Eom')",Korea Advanced Institute of Science & Technology
"Name(first='Gunsoo', last='Han')",Kakao Brain
"Name(first='Daniel', last='Nam')",Kakao Brain Corp.
"Name(first='Daejin', last='Jo')",Korea University and Kakao Brain
"Name(first='Mark', last='Hasegawa-Johnson')","University of Illinois, Urbana Champaign"
"Name(first='Sungwoong', last='Kim')",Korea University
"Name(first='Chang', last='Yoo')",Korea Advanced Institute of Science and Technology
"Name(first='Cheng-Yu', last='Hsieh')",University of Washington
"Name(first='Yung-Sung', last='Chuang')",Massachusetts Institute of Technology
"Name(first='Chun-Liang', last='Li')",Google
"Name(first='Alexander', last='Ratner')","Department of Computer Science, University of Washington"
"Name(first='Ranjay', last='Krishna')",Department of Computer Science
"Name(first='Sarkar Snigdha Sarathi', last='Das')",Unknown
"Name(first='Chirag', last='Shah')",University of Washington
"Name(first='Bowen', last='Zhao')",Unknown
"Name(first='Zander', last='Brumbaugh')",Department of Computer Science
"Name(first='Beyza', last='Ermis')",Cohere AI
"Name(first='Luiza', last='Pozzobon')",Unknown
"Name(first='Patrick', last='Lewis')",Unknown
"Name(first='Ansh', last='Arora')",Unknown
"Name(first='Maximilian', last='Mozes')",Cohere
"Name(first='Srinibas', last='Swain')",Unknown
"Name(first='Mark', last='Dras')",Macquarie University
"Name(first='Arthur', last='Scalercio')",Unknown
"Name(first='Maria', last='Finatto')",Universidade Federal do Rio Grande do Sul
"Name(first='Aline', last='Paes')",Universidade Federal Fluminense
"Name(first='Shaomu', last='Tan')",University of Amsterdam
"Name(first='Yan', last='Meng')",Unknown
"Name(first='Satanu', last='Ghosh')",Unknown
"Name(first='Neal', last='Brodnik')",Unknown
"Name(first='Carolina', last='Frey')",Unknown
"Name(first='Collin', last='Holgate')","University of California, Santa Barbara"
"Name(first='Tresa', last='Pollock')",University of California-Santa Barbara
"Name(first='Samantha', last='Daly')",University of Michigan Ann Arbor
"Name(first='Samuel', last='Carton')","University of New Hampshire, Durham"
"Name(first='Jinwook', last='Park')",Gwangju Institute of Science and Technology
"Name(first='Kangil', last='Kim')",Gwangju Institute of Science and Technology
"Name(first='Vincent', last='Perot')",Google
"Name(first='Kai', last='Kang')",Google
"Name(first='Florian', last='Luisier')",Google
"Name(first='Guolong', last='Su')",Google
"Name(first='Xiaoyu', last='Sun')",Google
"Name(first='Ramya Sree', last='Boppana')",Google
"Name(first='Jiaqi', last='Mu')",Google
"Name(first='Nan', last='Hua')",Google
"Name(first='Rungsiman', last='Nararatwong')",Unknown
"Name(first='Natthawut', last='Kertkeidkachorn')","Japan Advanced Institute of Science and Technology, Tokyo Institute of Technology"
"Name(first='Hiroya', last='Takamura')","AIST, National Institute of Advanced Industrial Science and Technology"
"Name(first='Ryutaro', last='Ichise')","National Intitute of Informatics and Tokyo Institute of Technology, Tokyo Institute of Technology"
"Name(first='Junda', last='Wang')",Unknown
"Name(first='Zonghai', last='Yao')",University of Massachusetts at Amherst; Unknown
"Name(first='Zhichao', last='Yang')","Unknown; University of Massachusetts, Amherst"
"Name(first='Huixue', last='Zhou')",Unknown
"Name(first='Rumeng', last='Li')","University of Massachusetts, Amherst"
"Name(first='Xun', last='Wang')",Microsoft
"Name(first='Yucheng', last='Xu')",Unknown
"Name(first='Hong', last='Yu')",Columbia University; Unknown
"Name(first='Akshat', last='Gupta')","University of California, Berkeley"
"Name(first='Anurag', last='Rao')",Unknown
"Name(first='Yihao', last='Ding')",Unknown
"Name(first='Lorenzo', last='Vaiani')",Polytechnic Institute of Turin
"Name(first='Caren', last='Han')","University of Melbourne, University of Western Australia and University of Sydney"
"Name(first='Jean', last='Lee')",Unknown
"Name(first='Paolo', last='Garza')",Polytechnic Institute of Turin
"Name(first='Josiah', last='Poon')",University of Sydney
"Name(first='Luca', last='Cagliero')",Polytechnic Institute of Turin
"Name(first='Pegah', last='Jandaghi')",Unknown
"Name(first='Xianghai', last='Sheng')",Google
"Name(first='Xinyi', last='Bai')",Google
"Name(first='Jay', last='Pujara')",University of Southern California
"Name(first='Hakim', last='Sidahmed')",Unknown
"Name(first='Chao', last='Feng')",University of Michigan - Ann Arbor and University of Electronic Science and Technology of China
"Name(first='Rulin', last='Shao')",Unknown
"Name(first='Trevor', last='Ashby')",Virginia Polytechnic Institute and State University
"Name(first='Di', last='Jin')",Meta
"Name(first='Derek', last='Powell')",Arizona State University
"Name(first='Walter', last='Gerych')",Massachusetts Institute of Technology
"Name(first='Thomas', last='Hartvigsen')","University of Virginia, Charlottesville"
"Name(first='Claire', last='Jin')",Unknown
"Name(first='Sudha', last='Rao')",Microsoft
"Name(first='Xiangyu', last='Peng')",SalesForce.com
"Name(first='Portia', last='Botchway')",Vanderbilt University
"Name(first='Jessica', last='Quaye')",Harvard University
"Name(first='Chris', last='Brockett')",Microsoft
"Name(first='Bill', last='Dolan')",Unknown
"Name(first='Nadine', last='Amin')",Unknown
"Name(first='Julia', last='Rayz')",Purdue University
"Name(first='Ian', last='Porada')",McGill University
"Name(first='Kaheer', last='Suleman')",Unknown
"Name(first='Adam', last='Trischler')",Unknown
"Name(first='Sai', last='Vallurupalli')",Unknown
"Name(first='Katrin', last='Erk')","University of Texas, Austin"
"Name(first='Francis', last='Ferraro')","University of Maryland, Baltimore County"
"Name(first='Kun', last='Zhao')",Unknown
"Name(first='Liang', last='Zhan')",University of Pittsburgh
"Name(first='Janghoon', last='Han')",LG AI Research
"Name(first='Changho', last='Lee')",LG AI Research
"Name(first='Joongbo', last='Shin')",LG AI Research
"Name(first='Kyunghoon', last='Bae')",Unknown
"Name(first='Daiki', last='Asami')",Unknown
"Name(first='Dingyao', last='Yu')",Unknown
"Name(first='Yang', last='An')",Unknown
"Name(first='Xiongfeng', last='Xiao')",Unknown
"Name(first='Shaoguang', last='Mao')",Microsoft
"Name(first='Jianrui', last='Zhang')",Unknown
"Name(first='Mu', last='Cai')","Department of Computer Science, University of Wisconsin, Madison"
"Name(first='Tengyang', last='Xie')","Department of Computer Science, University of Wisconsin - Madison"
"Name(first='Yong Jae', last='Lee')","Department of Computer Sciences, University of Wisconsin - Madison and Cruise"
"Name(first='Hejie', last='Cui')",Stanford University
"Name(first='Xuan', last='Kan')",Unknown
"Name(first='Wei', last='Jin')",Emory University
"Name(first='Min-Jae', last='Hwang')",Facebook
"Name(first='Ilia', last='Kulikov')",Facebook
"Name(first='Benjamin', last='Peloquin')",Facebook
"Name(first='Peng-Jen', last='Chen')",Facebook
"Name(first='Ann', last='Lee')",Facebook
"Name(first='Yang', last='Wu')",Unknown
"Name(first='Chenghao', last='Wang')",Peking University
"Name(first='Ece', last='Gumusel')",Unknown
"Name(first='Hui', last='Liu')","QQ Browser Lab, Tecent; City University of Hong Kong"
"Name(first='Haoru', last='Li')",Unknown
"Name(first='Haoliang', last='Li')",City University of Hong Kong
"Name(first='Shuyang', last='Cao')",University of Michigan - Ann Arbor
"Name(first='Yash Kumar', last='Lal')","State University of New York, Stony Brook"
"Name(first='Li', last='Zhang')",Unknown
"Name(first='Niket', last='Tandon')",Allen Institute for Artificial Intelligence
"Name(first='Xinbo', last='Wu')","University of Illinois, Urbana Champaign"
"Name(first='Lav', last='Varshney')",University of Illinois at Urbana-Champaign
"Name(first='Rongzhi', last='Zhang')",Georgia Institute of Technology and Zhejiang University
"Name(first='Haorui', last='Wang')",Georgia Institute of Technology
"Name(first='Feng', last='Han')","Research, Google"
"Name(first='Simon', last='Baumgartner')",Google
"Name(first='Yunxiang', last='Zhang')",University of Michigan - Ann Arbor
"Name(first='Muhammad', last='Khalifa')",University of Michigan - Ann Arbor
"Name(first='Lajanugen', last='Logeswaran')",LG AI Research
"Name(first='Jaekyeom', last='Kim')",LG AI Research
"Name(first='Kexun', last='Zhang')",Carnegie Mellon University
"Name(first='Yee', last='Choi')",Unknown
"Name(first='Zhenqiao', last='Song')",Unknown
"Name(first='Ali', last='Malik')",Stanford University
"Name(first='Stephen', last='Mayhew')",Duolingo
"Name(first='Christopher', last='Piech')",Unknown
"Name(first='Klinton', last='Bicknell')",Duolingo
"Name(first='Khaoula', last='Chehbouni')",Unknown
"Name(first='Megha', last='Roshan')",Unknown
"Name(first='Emmanuel', last='Ma')",Unknown
"Name(first='Futian', last='Wei')",Unknown
"Name(first='Afaf', last='Taik')",Unknown
"Name(first='Golnoosh', last='Farnadi')",Unknown
"Name(first='Zishan', last='Guo')",Unknown
"Name(first='Ben', last='Athiwaratkun')",Amazon
"Name(first='Yuchen', last='Tian')",Unknown
"Name(first='Robert', last='Kwiatkowski')",Amazon
"Name(first='Rilyn', last='Han')",Unknown
"Name(first='Jiawen', last='Chen')",Unknown
"Name(first='Zhisheng', last='Zheng')","Research, Microsoft"
"Name(first='Jiaxin', last='Ye')",Unknown
"Name(first='Jinchao', last='Li')",Unknown
"Name(first='Zhifu', last='Gao')",Unknown
"Name(first='ShiLiang', last='Zhang')",Unknown
"Name(first='Xie', last='Chen')",Unknown
"Name(first='Yilin', last='Yang')",Oregon State University
"Name(first='Stefan', last='Lee')",Oregon State University
"Name(first='Prasad', last='Tadepalli')",Oregon State University and Oregon State University
"Name(first='Sihwa', last='Lee')",Hanyang University
"Name(first='Wonyong', last='Sung')",Seoul National University
"Name(first='Alexander', last='Taylor')","UCLA Computer Science Department, University of California, Los Angeles"
